modelId,nodeId,taskId,round,type,positiveVote,negativeVote,evaluator1,evaluator2,evaluator3,aggregated,aggModelId,accuracy,acc1,acc2,acc3
1,-1,1,0,2,0,0,-1,-1,-1,true,0,0.0,0.0,0.0,0.0
2,67,1,0,0,2,1,49,38,57,true,33,67.5,53.66,70.83,72.28
3,68,1,0,0,2,0,5,38,-1,true,33,58.33,61.11,64.17,0.0
4,70,1,0,0,2,0,44,12,-1,true,32,62.5,67.65,66.67,0.0
5,71,1,0,0,2,0,0,14,-1,true,36,59.76,52.34,57.64,0.0
6,77,1,0,0,2,0,18,38,-1,true,31,57.14,51.01,60.0,0.0
7,78,1,0,0,0,2,40,34,-1,false,0,69.44,44.19,48.08,0.0
8,80,1,0,0,2,0,31,5,-1,true,34,61.33,66.33,69.05,0.0
9,81,1,0,0,2,0,5,1,-1,true,35,65.46,65.08,72.73,0.0
10,82,1,0,0,2,0,36,5,-1,true,32,60.81,60.53,57.94,0.0
11,88,1,0,0,2,0,26,44,-1,true,33,48.15,46.43,50.98,0.0
12,91,1,0,0,2,0,40,49,-1,true,33,58.89,58.14,51.22,0.0
13,93,1,0,0,2,0,1,14,-1,true,35,55.95,59.85,56.94,0.0
14,98,1,0,0,2,0,46,31,-1,true,35,60.26,55.32,60.2,0.0
15,99,1,0,0,2,0,12,21,-1,true,36,51.92,50.0,49.46,0.0
16,104,1,0,0,2,0,49,31,-1,true,32,64.81,60.98,69.39,0.0
17,108,1,0,0,2,1,54,34,40,true,34,68.38,61.72,62.5,68.6
18,114,1,0,0,2,0,12,35,-1,true,34,42.86,37.5,35.42,0.0
19,115,1,0,0,2,0,14,38,-1,true,32,54.29,53.47,59.17,0.0
20,118,1,0,0,2,0,36,1,-1,true,36,68.28,68.42,71.21,0.0
21,120,1,0,0,2,0,21,5,-1,true,35,59.68,59.14,64.29,0.0
22,127,1,0,0,2,0,35,5,-1,true,31,42.31,46.88,44.44,0.0
23,130,1,0,0,2,0,54,18,-1,true,32,47.37,53.91,52.02,0.0
